movie_name,positive,negative,neutral
crazy_rich_asians,0.2254,0.0714,0.7032
crazy_stupid_love_2011,0.18835,0.064,0.7476
creed_2015,0.1879,0.0509,0.7612
creed_ii,0.17455,0.07805,0.7473
crimson_gold,0.1427,0.09235,0.7649
crip_camp_a_disability_revolution,0.1946,0.0238,0.7816
cropsey,0.08065,0.1831,0.7362
crouching_tiger_hidden_dragon,0.2021,0.03145,0.76635
croupier,0.207333333,0.046722222,0.746111111
csa_the_confederate_states_of_america,0.13755,0.12255,0.74
curious_case_of_benjamin_button,0.154,0.07615,0.77
custody_2018,0.13365,0.10245,0.76385
cutie_and_the_boxer,0.1427,0.05005,0.8072
cyrus,0.22245,0.08755,0.6899
da_5_bloods,0.1208,0.0709,0.8083
dallas_buyers_club_2013,0.15505,0.0448,0.8002
damned_united,0.2121,0.1069,0.68085
dancer_in_the_dark,0.08605,0.1213,0.7926
dangerous_lives_of_altar_boys,0.17065,0.07795,0.75135
daniel_ellsberg_doc,0.0983,0.0697,0.8319
dark_days,0.09055,0.10805,0.80145
dark_horse_2016,0.18735,0.03355,0.7791
dark_money,0.102857143,0.089642857,0.807428571
dark_waters_2019,0.14585,0.1095,0.74465
darkest_hour_2017,0.11695,0.10455,0.77845
daughter_from_danang,0.18785,0.024,0.78815
david_byrnes_american_utopia,0.1713,0.03375,0.79495
dawn_of_the_dead,0.21235,0.12465,0.663
dawn_of_the_planet_of_the_apes,0.14295,0.0514,0.80565
dawson_city_frozen_time,0.186529412,0.040117647,0.773352941
day_i_became_a_woman,0.1935,0.0135,0.79305
de_palma,0.1865,0.02325,0.79025
de_rouille_et_dos_2012,0.0882,0.096,0.8157
de_zaak_alzheimer,0.16765,0.073,0.75925
deadpool,0.1335,0.07455,0.792
deadpool_2,0.18675,0.0666,0.7466
deadwood_the_movie,0.1771,0.03145,0.79145
dear_frankie,0.2012,0.04245,0.75635
dear_white_people,0.1973,0.06425,0.7383
deceptive_practice_the_mysteries_and_mentors_of_ricky_jay,0.1187,0.0187,0.8626
declaration_of_war,0.10565,0.18045,0.71395
deep_end,0.11935,0.0786,0.80205
deliver_us_from_evil,0.1601,0.1836,0.6562
demon_2016,0.17095,0.12875,0.70045
departed,0.2072,0.0795,0.71325
descent,0.10655,0.13355,0.76
detroit_2017,0.1004,0.15425,0.74535
detropia_2012,0.12005,0.0835,0.79645
devil_came_on_horseback,0.0622,0.18705,0.7509
devils_backbone,0.20565,0.13165,0.66275
diamond_men,0.2063,0.0298,0.7639
diana_vreeland_the_eye_has_to_travel_2012,0.1681,0.03025,0.8017
dick_johnson_is_dead,0.18965,0.1195,0.6909
dig,0.16595,0.0975,0.73655
dina_2017,0.19,0.02445,0.7856
dinner_rush,0.191176471,0.044411765,0.764470588
diplomatie,0.1354,0.0308,0.8337
dirty_god,0.153,0.1285,0.7185
dirty_pretty_things,0.2518,0.06675,0.68135
disappearance_of_alice_creed,0.12215,0.1132,0.76475
disclosure_2020_2,0.1329375,0.031125,0.8358125
disgrace,0.2084,0.1127,0.67875
dish,0.31415,0.0101,0.67575
disneynature_bears,0.17805,0.05385,0.7681
disneynature_earth_2009,0.19575,0.0269,0.7774
disneynature_monkey_kingdom,0.18415,0.0534,0.76245
disneynature_oceans,0.15005,0.03285,0.81705
distant,0.1845,0.0467,0.7688
district_9,0.1669,0.0769,0.75615
district_b13,0.1139,0.1029,0.7832
divided_we_fall,0.2495,0.05795,0.6926
divine_intervention_2003,0.167,0.1144,0.7186
dixie_chicks_shut_up_and_sing,0.1821,0.0724,0.7455
django_unchained_2012,0.21,0.1277,0.66225
doctor_strange_2016,0.1878,0.0855,0.7265
dogtooth,0.15755,0.1732,0.6692
dogtown_and_zboys,0.20995,0.02905,0.76105
dolemite_is_my_name,0.2391,0.0178,0.74315
dolores_2017,0.160263158,0.024526316,0.815157895
donnie_darko,0.2023,0.0759,0.72175
donnie_darko_the_directors_cut,0.247636364,0.055181818,0.697
dont_breathe_2016,0.1365,0.1974,0.666
dont_think_twice,0.2152,0.055,0.72985
dope_2015,0.20245,0.062,0.73555
doubt,0.12795,0.0982,0.7739
downfall,0.11105,0.09825,0.7907
dr_t_and_the_women,0.07575,0.06515,0.859
dracula_pages_from_a_virgins_diary,0.14885,0.06755,0.78355
drag_me_to_hell,0.1744,0.2011,0.62445
dreamgirls,0.19135,0.01325,0.7954
drive_2011,0.09505,0.05615,0.8487
driveways,0.1658,0.05015,0.78405
drug_war_2013,0.15135,0.1068,0.7418
drumline,0.20265,0.02085,0.77655
du_levande,0.1249,0.093,0.782
duck_season_2006,0.1604,0.0561,0.78345
duma,0.23965,0.0156,0.74475
dunkirk_2017,0.16415,0.0791,0.7569
eastern_promises,0.1531,0.113,0.7339
easy-a,0.2249,0.0312,0.7438
eat_that_question_frank_zappa_in_his_own_words,0.17595,0.0542,0.7698
eighth_grade,0.21635,0.09645,0.6872
el_aura,0.10875,0.069,0.8222
elaine_stritch_shoot_me_2013,0.14145,0.07595,0.78275
election_2,0.17885,0.07625,0.74495
electric_boogaloo_the_wild_untold_story_of_cannon_films,0.161214286,0.098071429,0.740714286
elena_2012,0.15095,0.074,0.77505
elf,0.27875,0.05945,0.66175
elite_squad_the_enemy_within,0.0968,0.1106,0.79245
elle_2016,0.1822,0.1311,0.6868
elling,0.27045,0.01565,0.7139
embrace_of_the_serpent,0.2457,0.0456,0.7088
emma_2020,0.2077,0.0548,0.73745
emperors_new_groove,0.18285,0.0495,0.76775
en_kongelig_affaere,0.2572,0.0401,0.7027
enchanted,0.2813,0.0306,0.6881
end_of_the_century_the_story_of_the_ramones,0.1755,0.0366,0.78785
end_of_watch,0.11215,0.09085,0.797
endless_poetry,0.14985,0.04385,0.8063
enola_holmes,0.2203,0.00745,0.77225
enough_said_2013,0.2637,0.09085,0.64545
enron_the_smartest_guys_in_the_room,0.11795,0.11755,0.76445
erin_brockovich,0.23115,0.03555,0.73325
ernest_and_celestine,0.2172,0.02025,0.7626
eternal_sunshine_of_the_spotless_mind,0.26125,0.0753,0.66335
etz_limon,0.1668,0.0552,0.77795
eureka_2001,0.1179,0.0331,0.84915
even_the_rain,0.1124,0.0432,0.8444
everlasting_moments,0.16785,0.0553,0.7768
every_little_step,0.1443,0.03955,0.81605
everybody_wants_some,0.1597,0.0465,0.79375
everyday_sunshine_the_story_of_fishbone_2011,0.213222222,0.017777778,0.769
ex_libris_new_york_public_library,0.12905,0.01015,0.8608
ex_machina,0.196,0.0519,0.75215
exiled,0.14135,0.07515,0.78355
exit_through_the_gift_shop,0.2049,0.0456,0.74935
exorcist_the_version_youve_never_seen,0.1434,0.15895,0.69755
extra_ordinary,0.259588235,0.049,0.691352941
eye_in_the_sky,0.1364,0.1094,0.75415
faces_places,0.19835,0.0197,0.78195
fahrenheit_911,0.13025,0.13035,0.7394
fair-game-2010,0.13635,0.11975,0.74385
faithless_2001,0.20065,0.08105,0.7183
fantasia_2000,0.17915,0.05915,0.7617
far_from_heaven,0.2253,0.07635,0.6983
farewell,0.1883,0.039,0.7726
farewell_amor,0.2096,0.02285,0.7676
farewell_my_queen,0.11205,0.07455,0.8134
fat_girl,0.1613,0.1199,0.71875
father_of_my_children,0.1116,0.08145,0.807
feels_good_man,0.1546,0.0406,0.8048
felicite_2017,0.109235294,0.065294118,0.825529412
fences_2016,0.16035,0.07205,0.76755
festival_express,0.1242,0.05675,0.81895
fiddler_a_miracle_of_miracles,0.167928571,0.023214286,0.808857143
fighting_with_my_family,0.1538,0.07715,0.7691
fill_the_void,0.15705,0.0394,0.8036
film_unfinished,0.05235,0.1747,0.773
filmworker,0.1324,0.06125,0.8064
filth_and_the_fury,0.034090909,0,0.965909091
finders_keepers_2015,0.1308,0.1335,0.73575
finding_dory,0.16835,0.05635,0.77535
finding_forrester,0.194,0.0625,0.74355
finding_nemo,0.25175,0.03665,0.71155
finding_neverland,0.1792,0.0401,0.78075
finding_vivian_maier,0.17745,0.04395,0.77855
fire_at_sea_2016,0.07555,0.12365,0.80075
fireball_visitors_from_darker_worlds,0.1468125,0.0513125,0.802
fireworks_wednesday,0.10255,0.06345,0.8341
first_cow,0.1973,0.0284,0.7742
first_love_2019,0.1846,0.093,0.72225
first_man,0.12915,0.09455,0.77625
first_position_2011,0.17335,0.0253,0.8013
first_reformed,0.1446,0.09195,0.76345
fish_tank,0.15,0.0813,0.7688
five_obstructions,0.22405,0.07105,0.70485
flammen_and_citronen,0.11635,0.0955,0.7881
flee,0.241066667,0.080733333,0.6782
florence_foster_jenkins_2016,0.22155,0.0915,0.68685
flow_for_love_of_water,0.09685,0.11945,0.78375
food_inc,0.08705,0.09645,0.8164
footnote,0.15015,0.11455,0.73515
for_sama,0.13215,0.0986,0.7693
for_the_bible_tells_me_so,0.1573,0.0513,0.79145
force_majeure_2014,0.16535,0.09845,0.73615
ford_v_ferrari,0.21255,0.0449,0.7425
forgetting_sarah_marshall,0.2055,0.07655,0.7179
four_lions,0.1964,0.1812,0.62235
fourteen_2019,0.181266667,0.0488,0.7698
foxcatcher,0.12085,0.09685,0.7823
foxtrot_2018,0.15735,0.08865,0.75405
frances_ha,0.24125,0.0873,0.6714
frank_2014,0.24725,0.08155,0.6712
frankenweenie_2012,0.22435,0.0118,0.76385
frantz,0.13245,0.11,0.75755
freaky_friday,0.3412,0.049,0.60975
free_solo,0.187,0.0632,0.74985
frequency,0.17095,0.0849,0.7441
frida,0.2059,0.0549,0.7392
friday_night,0.18455,0.03895,0.77655
friday_night_lights,0.11875,0.08285,0.7984
from_up_on_poppy_hill,0.2321,0.0233,0.74455
frostnixon,0.17025,0.063,0.7667
frozen_2013,0.18795,0.03875,0.7733
frozen_river,0.1393,0.0408,0.8198
fruitvale_station,0.1201,0.1153,0.7646
funny-ha-ha,0.224157895,0.077842105,0.697947368
gangs_of_new_york,0.1844,0.1066,0.7091
gangster-no-1,0.130470588,0.147764706,0.721882353
garden_state,0.19585,0.0375,0.76665
gasland,0.193461538,0.132384615,0.674153846
get_low,0.18445,0.04755,0.768
get_out,0.14375,0.094,0.7623
gett_the_trial_of_viviane_amsalem,0.1085,0.11,0.7815
ghost_dog_the_way_of_the_samurai,0.203,0.14015,0.65695
ghost_world,0.24085,0.1216,0.6375
ghosts_of_the_abyss,0.1485,0.02915,0.82235
gigantic,0.18525,0.02985,0.7849
gimme_danger,0.16925,0.06875,0.7619
gimme_the_loot_2012,0.19905,0.0593,0.74165
ginger_snaps,0.1940625,0.0668125,0.7390625
girl_cut_in_two,0.1436,0.07225,0.7842
girl_with_a_pearl_earring,0.1412,0.0457,0.81305
girlfight,0.1285,0.0455,0.82605
girlhood_2015,0.1399,0.03135,0.8287
girls_trip,0.19565,0.1018,0.7026
gladiator,0.17115,0.09485,0.734
gleason_2016,0.19925,0.0605,0.74015
gloomy_sunday,0.241777778,0.085722222,0.6725
gloria_2012,0.2081,0.0493,0.74255
gloria_bell,0.1746,0.02495,0.80055
go_tigers,0.210133333,0.045533333,0.7444
god_grew_tired_of_us,0.1448,0.1225,0.7328
gods_own_country_2017,0.15195,0.09375,0.7542
going_clear_scientology_and_the_prison_of_belief_2015,0.1149,0.151,0.7341
going_upriver_the_long_war_of_john_kerry,0.1267,0.0788,0.7944
gomorrah,0.07455,0.1559,0.76945
gone_baby_gone,0.15885,0.06125,0.77995
gone_girl,0.15155,0.124,0.7245
gonzo-the-life-and-work-of-dr-hunter-s-thompson,0.1476,0.0702,0.7821
good_bye_lenin,0.2427,0.0664,0.691
good_girl,0.21555,0.04115,0.74335
good_hair,0.2116,0.0289,0.75945
good_manners,0.178142857,0.069642857,0.752285714
good_thief,0.2163,0.07535,0.7083
good_time,0.1445,0.0663,0.78935
goodbye_dragon_inn_2004,0.214444444,0.067777778,0.717833333
goodbye_solo,0.1406,0.06835,0.79115
gook,0.1534,0.0843,0.7624
gosford_park,0.18005,0.05805,0.7619
graduation_2017,0.11835,0.07025,0.8113
gran_torino,0.1601,0.0555,0.7844
grandma_2015,0.24285,0.0312,0.7259
grateful_dawg,0.2542,0.01915,0.72665
gravity_2013,0.16705,0.0517,0.78125
grbavica,0.13845,0.14415,0.7175
green_room_2016,0.1472,0.1345,0.7183
greenberg,0.2113,0.0668,0.72175
grindhouse,0.14465,0.0575,0.798
grizzly_man,0.1735,0.0756,0.75085
grocers_son,0.18655,0.0394,0.77405
grzeli_nateli_dgeebi,0.16135,0.1093,0.7293
guardians_of_the_galaxy,0.18685,0.08725,0.7259
guardians_of_the_galaxy_vol_2,0.1758,0.05435,0.7698
gueros,0.180944444,0.106611111,0.712444444
guerrilla-the-taking-of-patty-hearst,0.130666667,0.081666667,0.787666667
gunda_2020,0.1532,0.0466,0.8001
gunner_palace,0.0819,0.10665,0.8114
gypsy_caravan_when_the_road_bends,0.1089,0.054,0.8371
hacksaw_ridge,0.109,0.1508,0.74015
hail_caesar_2016,0.23015,0.03235,0.7374
hail_satan,0.1858,0.045,0.76925
hairspray,0.25225,0.04185,0.70585
hale_county_this_morning_this_evening,0.1247,0.0219,0.85345
half_nelson,0.16005,0.0467,0.79315
hamilton_2020,0.2009,0.024,0.77515
hannah_arendt,0.17405,0.10235,0.72355
hannah_gadsby_nanette,0.14625,0.1844,0.66935
happy_feet,0.17235,0.0561,0.7716
happy_people_a_year_in_the_taiga,0.1717,0.04305,0.78515
hard_to_be_a_god_2015,0.129882353,0.127764706,0.742235294
harpoon_2019,0.179222222,0.137777778,0.683
harry_potter_and_the_chamber_of_secrets,0.1221,0.0533,0.8247
harry_potter_and_the_deathly_hallows_part_1,0.14025,0.07295,0.78685
harry_potter_and_the_deathly_hallows_part_2_2011,0.1887,0.0392,0.7721
harry_potter_and_the_goblet_of_fire,0.12965,0.1271,0.7433
harry_potter_and_the_half_blood_prince,0.13115,0.05445,0.8144
harry_potter_and_the_order_of_the_phoenix,0.1465,0.074,0.7795
harry_potter_and_the_prisoner_of_azkaban,0.18555,0.0501,0.7644
harry_potter_and_the_sorcerers_stone,0.1807,0.05135,0.7679
haywire_2011,0.20555,0.08315,0.71135
head_on_2005,0.1049,0.0703,0.8248
headhunters,0.18405,0.1081,0.70775
headless_woman,0.165368421,0.079473684,0.755157895
heart_of_a_dog,0.2056,0.0671,0.7273
heart_of_gold,0.16695,0.01615,0.8169
hearts_beat_loud,0.16155,0.05445,0.78405
hedwig_and_the_angry_inch,0.17435,0.0649,0.76085
hell_or_high_water,0.165,0.08405,0.751
hellboy,0.21565,0.07835,0.7059
hellboy_2_the_golden_army,0.1994,0.04535,0.75525
her,0.15965,0.082,0.75825
hereditary,0.09835,0.19345,0.70815
hero,0.21855,0.06665,0.71475
hidden_figures,0.23475,0.0469,0.7184
his_house,0.106,0.1623,0.7318
history_of_violence,0.22005,0.12715,0.653
hitchcocktruffaut,0.1916,0.03875,0.7696
holes,0.176,0.0204,0.80355
holy_motors,0.199,0.06555,0.73535
homecoming_a_film_by_beyonce,0.16985,0.01295,0.8172
honey_boy,0.17725,0.0471,0.77565
honeyland,0.14485,0.07735,0.77785
horton-hears-a-who2008,0.1925,0.0545,0.753
host_2020,0.132928571,0.167714286,0.699214286
hot_fuzz,0.13005,0.07335,0.79665
hotel_rwanda,0.1721,0.124,0.7038
hours,0.19945,0.05685,0.74365
house_of_flying_daggers,0.1878,0.0652,0.74705
house_of_hummingbird,0.2256,0.0285,0.7458
house_of_mirth,0.1824,0.04455,0.773
house_of_sand,0.093,0.048,0.85895
house_of_sand_and_fog,0.19535,0.08145,0.7232
housebound,0.182785714,0.094571429,0.722714286
how_i_killed_my_father,0.105263158,0.078,0.816789474
how_to_survive_a_plague,0.1109,0.1595,0.7296
how_to_train_your_dragon,0.21155,0.05545,0.7329
how_to_train_your_dragon_2,0.2485,0.03375,0.7178
how_to_train_your_dragon_the_hidden_world,0.19085,0.05385,0.7553
howls_moving_castle,0.1998,0.05315,0.747
hubble_3d,0.098764706,0.018117647,0.883117647
hugo,0.1722,0.03105,0.7968
human_flow,0.10535,0.1008,0.79375
humpday,0.175,0.06625,0.75885
hunger_2008,0.1548,0.1514,0.6938
hunt_for_the_wilderpeople,0.2506,0.0401,0.7093
hush_2016,0.124142857,0.047714286,0.828
hustle_and_flow,0.15345,0.04015,0.80645
hustlers_2019,0.17855,0.0365,0.78495
i_am_divine,0.22285,0.078,0.6992
i_am_love,0.18625,0.03205,0.7817
i_am_not_a_serial_killer,0.196055556,0.070944444,0.733055556
i_am_not_a_witch,0.13695,0.11955,0.7436
i_am_not_your_negro,0.11355,0.0607,0.82565
i_am_trying_to_break_your_heart,0.1824,0.0382,0.77935
i_called_him_morgan,0.1555,0.08585,0.75855
i_capture_the_castle,0.28705,0.04465,0.66815
i_daniel_blake,0.10515,0.09175,0.8031
i_dont_want_to_sleep_alone,0.128,0.08455,0.78745
i_lost_my_body,0.212263158,0.084947368,0.702894737
i_love_you_man,0.24555,0.06635,0.6881
i_o_u_s_a,0.1352,0.0995,0.76545
i_served_the_king_of_england,0.142,0.0843,0.7738
i_tonya,0.1741,0.0955,0.73045
i_wish_2012,0.20925,0.03655,0.7542
ice_age,0.2553,0.06915,0.67545
ida_2013,0.138,0.06915,0.7928
if_beale_street_could_talk,0.1688,0.0974,0.7338
il_divo,0.13125,0.0699,0.7989
ill_see_you_in_my_dreams,0.23455,0.0466,0.71885
ilo_ilo,0.2251,0.04905,0.72585
im_going_home,0.23825,0.0435,0.7182
im_no_longer_here,0.1607,0.0419,0.7974
im_not_scared,0.2239,0.07395,0.702
in_a_world_2013,0.22665,0.05225,0.72105
in_america,0.22585,0.0414,0.7328
in_between_2018,0.14975,0.08575,0.76445
in_bruges,0.2223,0.0692,0.7085
in_darkness_2011,0.1756,0.1037,0.7206
in_fabric,0.15735,0.09505,0.7476
in_good_company,0.17455,0.05165,0.7738
in_her_shoes,0.2615,0.0299,0.7086
in_jackson_heights,0.135368421,0.067473684,0.797263158
in_search_of_a_midnight_kiss,0.19075,0.042,0.76715
in_search_of_beethoven,0.16705,0.05355,0.77945
in_the_bedroom,0.1193,0.0611,0.8196
in_the_house_2013,0.10345,0.0632,0.83325
in_the_loop,0.14845,0.10015,0.75145
in_the_mood_for_love_2001,0.20415,0.0734,0.7223
in_the_shadow_of_the_moon,0.1938,0.0217,0.7845
in_this_corner_of_the_world,0.12005,0.06245,0.8176
in_this_world,0.1304,0.1192,0.75025
incendies,0.17045,0.13915,0.6904
inception,0.15805,0.06995,0.77195
inconvenient_truth,0.19545,0.0991,0.70555
incredibles,0.1771,0.0202,0.8027
incredibles_2,0.25045,0.0284,0.7211
indiana_jones_and_the_kingdom_of_the_crystal_skull,0.14355,0.0874,0.769
inequality_for_all_2013,0.2155,0.0701,0.7143
infernal_affairs,0.2046,0.0357,0.7598
inglourious_basterds,0.13225,0.11205,0.7557
ingrid_bergman_in_her_own_words,0.176,0.02875,0.7953
innocence2000,0.18095,0.05585,0.7632
inside_deep_throat,0.14775,0.06425,0.788
inside_job_2010,0.07035,0.15345,0.77615
inside_llewyn_davis_2013,0.21245,0.06665,0.7209
inside_man,0.18155,0.035,0.7834
inside_out_2015,0.15795,0.0419,0.8002
intimate_strangers_2003,0.16625,0.0383,0.7956
into_great_silence,0.1346,0.0323,0.83305
into_the_abyss_2011,0.0615,0.19145,0.747
into_the_wild,0.17725,0.06975,0.75295
intolerable_cruelty,0.2124,0.07495,0.71265
invictus,0.16455,0.044,0.7914
iraq_in_fragments,0.15935,0.049,0.79165
iris_2015,0.23895,0.01215,0.7489
iron_man,0.1943,0.06765,0.7381
iron_man_2,0.15835,0.0674,0.77405
iron_man_3,0.2106,0.0478,0.74155
isle_of_dogs_2018,0.1729,0.0279,0.79915
it_2017,0.14545,0.1566,0.69805
it_comes_at_night,0.11575,0.1753,0.7089
it_follows,0.1025,0.1153,0.7823
it_might_get_loud,0.1061,0.0608,0.83305
italian,0.1924,0.0611,0.74635
italian_for_beginners,0.26715,0.0274,0.70545
ive_loved_you_so_long,0.13385,0.0418,0.82435
jackie_2016,0.1596,0.101,0.73955
jafar_panahis_taxi,0.1991,0.0361,0.7647
james_journey_to_jerusalem,0.159947368,0.051526316,0.788473684
james_white,0.11545,0.10135,0.78315
jane,0.22895,0.02515,0.7459
jane_eyre_2011,0.14295,0.0814,0.7758
janis_little_girl_blue,0.17385,0.06955,0.7567
jcvd,0.1424,0.04785,0.80965
jesus_camp,0.1649,0.119,0.71605
jimmy_neutron_boy_genius,0.18725,0.02885,0.7839
jiro_dreams_of_sushi,0.1552,0.0595,0.78525
joan-rivers-a-piece-of-work,0.21415,0.0602,0.72565
jodorowskys_dune,0.22985,0.0282,0.74195
joe_strummer_the_future_is_unwritten,0.15005,0.05005,0.7999
john_wick,0.12465,0.10785,0.7675
john_wick_chapter_2,0.15795,0.08645,0.75555
john_wick_chapter_3_parabellum,0.16175,0.0661,0.7722
jojo_rabbit,0.1704,0.08805,0.7416
jonestown_the_life_and_death_of_peoples_temple,0.08365,0.09455,0.8218
joy_ride,0.1457,0.11535,0.7389
julie_and_julia,0.18405,0.02275,0.7932
jump_tomorrow,0.2656,0.02305,0.7113
junebug,0.1894,0.0342,0.77635
juno,0.21985,0.0477,0.73235
just_mercy,0.18265,0.06,0.7573
kajillionaire,0.1947,0.08405,0.72125
kandahar_le_soleil_derriere_la_lune,0.11985,0.10505,0.77505
keane,0.12105,0.0959,0.78305
kedi_2017,0.20845,0.03705,0.75445
keep_on_keepin_on,0.2197,0.01425,0.76605
keep_the_lights_on,0.13925,0.09425,0.76645
keep_the_river_on_your_right,0.18105,0.06785,0.75115
keeping_the_faith,0.2136,0.03295,0.7534
kid_stays_in_the_picture,0.2525,0.0398,0.7078
kikujiro,0.194714286,0.056714286,0.748571429
kill_bill_vol_1,0.11905,0.13715,0.7437
kill_bill_volume_2,0.15335,0.1229,0.7237
killer_of_sheep,0.0942,0.0845,0.8213
king_kong,0.2008,0.06545,0.7336
king_of_devils_island_2011,0.16005,0.0655,0.7744
king_of_kong,0.2516,0.06485,0.6835
kinsey,0.14225,0.0749,0.78285
kiss_kiss_bang_bang,0.20025,0.05275,0.74695
kisses2008,0.18145,0.11135,0.70715
kissing_jessica_stein,0.3469,0.04575,0.60735
kit_kittredge_an_american_girl,0.1976,0.08545,0.7169
kitchen_stories,0.2478,0.03915,0.71305
knives_out,0.2346,0.0434,0.7221
knock_down_the_house,0.1745,0.06255,0.763
knocked_up,0.29505,0.0519,0.653
knuckle_2011,0.1037,0.10725,0.7891
koch_2012,0.1598,0.05745,0.7828
kontroll,0.1158,0.07595,0.8082
kraska-v-nesnazich-beauty-in-trouble,0.1258,0.034,0.84025
krisha_2016,0.1236,0.0718,0.8046
kubo_and_the_two_strings_2016,0.23075,0.0692,0.69995
kumiko_the_treasure_hunter,0.2219,0.10655,0.6716
kung_fu_hustle,0.1309,0.15195,0.7171
kung_fu_panda,0.18055,0.0895,0.72985
kung_fu_panda_3,0.1777,0.1111,0.71115
kung_fu_panda_the_kaboom_of_doom,0.20155,0.04525,0.75325
kurt_cobain_montage_of_heck_2015,0.12805,0.06505,0.8069
la-danse----le-ballet-de-lopera-de-paris,0.16375,0.0126,0.8237
la_chambre_bleue,0.0938,0.10725,0.79885
la_cienaga,0.1013,0.11895,0.77975
la_fee,0.20285,0.03685,0.76025
la_la_land,0.2223,0.0383,0.73935
la_llorona_2019,0.084888889,0.220666667,0.694611111
la_nana,0.11695,0.0603,0.82275
la_princesse_de_montpensier,0.1619,0.04005,0.79805
la_stanza_del_figlio,0.17255,0.0255,0.80195
la_tete_en_friche,0.199,0.0382,0.76275
lady_bird,0.2428,0.0275,0.7298
lady_macbeth,0.12225,0.1088,0.76905
lagaan_once_upon_a_time_in_india,0.238,0.0139,0.74805
lake_of_fire,0.1011,0.10415,0.79475
lakeboat,0.195,0.031058824,0.774
land_of_mine,0.14975,0.1369,0.7134
land_of_the_dead,0.112,0.11805,0.77
lantana,0.13235,0.0468,0.82095
lassie,0.1753,0.0415,0.7831
last_days_in_vietnam,0.19135,0.13225,0.67645
last_life_in_the_universe,0.271588235,0.039,0.689411765
last_orders,0.2115,0.0465,0.7421
last_resort_2001,0.22235,0.0762,0.70145
last_train_home-2009,0.1242,0.0766,0.79915
late_marriage,0.1836,0.0549,0.76135
lawless_heart,0.1973,0.03595,0.76675
layer_cake,0.15745,0.073,0.76955
le_havre_2011,0.23,0.0595,0.7107
le_passe,0.12035,0.0544,0.82525
le_week_end,0.2117,0.0675,0.7208
lean_on_pete,0.1488,0.03305,0.8182
leaning_into_the_wind,0.1408,0.038866667,0.820333333
leave_no_trace,0.12785,0.1034,0.7688
lebanon-2010,0.1097,0.14805,0.74215
legally_blonde,0.20135,0.05565,0.74305
lenfant_2006,0.1564,0.10855,0.73485
lenfant_den_haut,0.15015,0.127,0.72275
les-plages-dagnes,0.20545,0.01735,0.7772
let_me_in,0.181,0.1164,0.7025
let_the_fire_burn_2013,0.0442,0.15635,0.79945
let_the_right_one_in,0.2031,0.0899,0.707
letters_from_iwo_jima,0.1274,0.1301,0.7424
leviafan,0.1669,0.1366,0.6966
life-of-pi,0.1657,0.0382,0.79615
